Label Appearances
cortinadefumaça 161
g1ba 23
centraobolsopetistafdp 2
congressoroubaobrasil 6
niobiobrasileiro 1
forazema 407
lixosocialista 6
lulavoltaparacadeia 10
dreneassempreterarazao 1
bolsolulanuncamais 21
datatato 21
esquerdagenocida 741
fachinpetralha 24
gilmarassessordopt 9
primeirodeus 24
trigo22 30
lulaabahiateama 1
altcoins 119
augustobackes 8
bearmarket 11
criptocortes 8
ethereum 557
btc 1834
criptomoedas 220
eth 1120
2dejulio 3
tsjdecididoenmatarapinto 6
ridrigogarciasabotadir 2
emogex 5
riansantos 5
simonenabahia 1
ibahia 23
diadaindependência 93
bolso 334
forajovempannews 1
forapaulopimenta 2
canalhas 400
stfaccaocriminosa 28
campinagrande 227
maiorsãojoãodomundo 5
parquedopovo 9
edecasa 291
juntoscomlulapelaliberdade 1
vivaodoisdejulho 1
bandidopcc 5
vagabundo 834
turquia 30
ucrânia 117
alegigante 594
i3ahia 19
lulagigante 1115
supondo 2
bolsonaro22ate2026 3983
cirou 13
pdt12 710
superman 108
vistalula 1
juntossomosmaisfortes 1195
2dejulhoindependênciadabahia 2
oamorvenceráoodio 2
bom 187
corrupção 5087
lama 46
amanayé 2
demarcaçájá 2
baiano 187
respeito 1365
camarasenadocorruptocontraobrasil 20
fechadoscombolsonaro2022 101
stfrompeudestroiademocracia 5
fechadoscomtarcisiogovsp2022 20
patriotascontracorrupcao 20
todopoderemanadopovo 1908
savadorébolsonaro 1
bolsominion 1404
cnnsabado 78
blogdotato 25
fimdoforoprivilegiado 51
fundãoeleitoralnão 7
moropresidente2022 15
nemlulanembolsonaronemcironemtebet 11
prisãoemsegundainstânciaja 6
ciroemsalvador 3
povomaravilhoso 1
loolanacadeia 33
presidentedapapuda 1
majmarconigovernador 2
forahelderbarbalho 20
despiora 31
sdvdireita 961
biblioteca 3
ep38 3
podcast 2349
spotify 166
carvajallula 15
casocelsodaniel 7
petrobraslula 2
agoraéciro 9675
lulaeoptobrasilquedácerto 2
mtvmiawiconelinn 286
mtvmiaworgulholinn 286
premiosmtvmiaw 298
tamojunto 382
aryvanazzi 3
rgs 6
lulafreixo2022 1
lutaquesegue 61
ericcostadeputadoestadual 6
ebahiaebrasilagora 2
pátriaamadabrasil 603
ptoficial 27
lulaassassino 1247
comitêpopulardigitaltwitter 9
timecirogomes 9
bolsoroma 40
i3rasil 166
forabolsonazi 17
lula13denovo 50
luladenovo 876
ochoroelivreluladrao 3
independênciadabahia 42
arenafontenova 10
2julho 3
independenciadabahia 51
cirebet 1
mulherescontrabolsonaro 80
preta 31
marinasporsp 6
uaumarinafederal 100
edegarpretto 989
riogrande 143
somosmilhoes 4
criseeconômica 6
democraciaounada 22
bolsonarotemrasão 1
theresistance 12
makeamericagreatagain 24
vagabundos 132
andandopelobrasil 4
lulaeleitonoprimeiroturno 11973
lulanabahia 1522
vamosjuntos 457
uaumarinadeputadafederal 2
movimentorede18 138
2dejulho22 11
2julho2022 11
caboclos 11
vaivendobahia 11
naoaocomunismo 820
comunismomata 276
jornalista 1627
getvaccinated 2
voteblue2022 37
joaoromagovernadorr 1
golpistas 359
manifestações 420
200mais 58
renovacongresso 84
biden 833
finland 53
luxemberg 16
mali 40
roe_v_wade 16
theamericatimes 16
unsc 52
war 172
xi 31
yemen 93
sweden 53
g7 178
modi 52
turkey 93
lulanaopodesairnarua 2
g1 10463
jerônimo13governador 44
ba 15164
lulanoinsta 50
euvotociro 39
forabolsonarocorruptoeseudesgoverno 1161
camisa11sempreabertopelaesquerda 23
datafolha 4503
minhacoéobrasil 64
cnnsábadomanhã 134
respeitoaonossopresidente 1
vazacarnica 1
lulaeoptmeubrasildevoltaé 3
lulanarua 7
deputadofederalpastorhenriquevieira 1
lulaefreixo 226
noaltrassialamedida 1
goptraitorstodemocracy 10
kurva 2
moscowmarge 2
ptpaocommortadela 1
cirogome 3
robertofreire 24
cadeovideo 1
fakenews 12996
fontenova 10
garotinhonão 2
geddelnão 2
lulamafiosonacadeia 2
bocanotrombone 37
dialogocabuloso 82
lulalarogerioca 23
altashoras 149
leirouanet 401
sing2earn 1
spin2earn 1
ceitec 24
eletrobraspúblicaresiste 2
mataramcelsodaniel 3
presidencia 610
précampanha 2
marçal2023 312
pabloparçal90 1
carniçanacadeia 2
regina 2
sousa 24
bahiameuorgulho 4
lulalajeronimoca 30
ebahiaebahia 1
salvadorbahia 162
iconha 6
milvezes 5
nada 381
ajustiçaestachegando 1
multiversodaloucura 2
justiçaeleitoral 539
urnaseletronicas 752
votoimpresso 782
ethiopia 22
tigrayans 4
tigraygenocide 120
tigraysiege 4
tplfterrorist 4
forarui 2
alckiminelula 16
jeronimo13governador 17
gordofobianao 1
gordoscombolsonaro 1
grajaú107anos 4
petralhas 149
acmneto 191
empurrapiatã 243
news 2431
piatãfm 243
pnotícias 243
últimasnotícias 328
quemmandoumatarcelsodaniel 1301
7setnasruaspelobrasil 1
deusnocontrole 84
lulaephotoshoppessimo 2
lulatrocaophotoshop 2
timedelulanabahia 105
bahea 2
foraveiodahavan 4
feelmyrhythm 2
redvelvet 79
레드벨벳 21
euprefirociro 67
topgun 7
eleiçõesauditáveisjá 3
nãovoltarãoàcenadocrime 20
bolsonarosalvador 1
teslamotorsnobrasil 49
fechadocombolsonaroateofimdomundo 104
ospetralhasnuncamais 17
naodeixaninguempratras 2
top 80
camisadelula 3
gemeos 20
lulateenganou 15
votecerto 314
manifestaçãofake 1
jb22 5594
valério 1
lulabrotherdasempreiteiras 8
lulaesquerdadegoela 8
lulamarionetedebanqueiros 8
ptnemparavereador 8
vergonhanacara 29
lulatraidordapatria 16
ciroinvejoso 7
bolivia 5075
warmis 1
naovotemnopt 10
ferrovias 72
cpidasfakenews 30
equipelula 25216
fotofake 6
vivao2dejulho 1
vamosparavitoriajuntosnoprimeiroturno 1
euqueroverooco 1
raimundos 1
comitepopulardelutadigitaltwitter 14
tvpt 4326
ébahiaébrasil 460
grajau107anos 14
redes 151
territórios 23
vamosjuntospeloceara 33
bahiahojeelula 3
gerônimo 34
lulaémassa 6
otto 73
luladefendeassassino 2
lulaeoptpuxadinhodopcc 2
lulafake 137
montagem 512
13econfirmo 1
stfetseorganizaçõescriminosas 214
amazonia 1393
sospantanal 5
pantanal 2300
antagonista 702
desenrolasp 1341
cbn 950
estadão 808
falabrasil 1414
pânico 1314
record 2648
uol 5058
acordabahia 16
reajabahia 1
barradao 4
ecv 4
ecvitoria 4
pegaleao 4
srn 49
somoscontraarevolução 1
ricardostuckert 12
passa 67
pode 547
posta 67
se 16308
video 1070
montage 2
photoshop 219
thedreamtime 3
julianassange 41
paris 265
république 3
wikileaks 24
ciroetebet 11
tutmaboa 1
murdochguttermedia 60
russian 219
lulanoprimeuriturno 1
jeronimogovernador 834
bolsonaroreeleitoate2026 9
cirosim 1984
simciro 1
2j 5
pcdobbahia65 55
forafreixo 207
foraluala 1
foraaecio 24
foratramonte 6
cleitinhosenadormg2022 13
favelafederal 554
bolsonaroinjail 10
revolution_heart 1
ninefingersthief 6
lulapaidosotarios 3
aquele 22
vamos 460
exdescondenado 8
expresidiario 5949
arthur 22
gemeosdolula 125
depheliolopes 130
verdeeamarelo 329
corbyn 20
sanchez 10
macron 381
politics 1104
bahiainsubmissa 5
lulaégerônimo 3
naocaiaemfakenews 1
cristinaenensenada 1
goleft 8
happiness 13
hope 201
leftist 92
patriagrande 1760
workingclassheroes 6
lulafalso 5
bbb22 3149
globoreporter 118
juliete 11
julietefreire 10
apaga 83
ptnão 2058
conservadorespaulistas 3
roboscdoopa 3
conservadores 633
guaranikaiowa 3
minas 2280
parabens 304
passaram 32
pela 134
igual 136
vergonha 3097
agronegócio 1051
exército 366
evangélicos 6740
sofiamanzano 101
carlosmoisestemquecair 3
moisescanalhatraidor 3
naodiscutocomgenteburra 4
seguragadotapada 4
esperançaparaofuturo 9
cpifilhosdolula 3
borimboracomlula13 164
fakenew 11
fotoshop 39
bloomberg 58
neguinho 1
piquet 14
loveisland 15
tweeter 68
lulapinoquio 20
lulareidafake 2
orçamentosecreto 2288
gemeosdelula 1
foranegacionismo 2
foraqueiroga 76
montagen 1
photoshopdobem 3
candidatosapresidencia 4
eleicoes 16198
asaventurasdejair 1
jairbaventureiro 1
lulaverso 692
presidentelula 2604
casaljaula 2
forajanjam 2
brasilcombolsonaroaté2026 3
teodororibera 4
seotvnoticias 10
cirorebeldiadaesperança 1381
amorvenceoódio 7
haddadgovernadorsp13 13556
lulacomopovo 14
clonesdolula 1
mudabrasil 1328
reginasousa 10
piauí 1093
ldeladrao 887
bolsolullanuncamais 2
doisladroes 2
pimentavemasaoborjars 1
produtoresaguardampagamento 1
ptfalsário 3
stfconivente 3
tseparcial 42
haddad13 41804
sinais 10
cestasapoiolula 1
bahiaelula 11
lulanotweet 34
luizinácioluladasilva 170
obrasilétreze 1
mentetantoquenemsente 3
adelebst 3
ptpartidodostraficantes 811
outubro22 2
postoshell 1
projetonacionaldedesenvolvimento 352
petista 686
lularápiovaivoltarpracadeia 1
tictac 935
brasilfelizdenovo 3271
lulaexemploderesistencia 3
bolsomusk 136
tarcisiogovsp 358
bolsonaroumaexplosãodeliberdade 107
brasilpatriaamada 69
elesim 2428
eleccionespresidenciales2022 10
voltapt 5617
luladisparado 3
lula13émelhor 5
ptfakenews 11
bolsonaroaté2026 2104
curtacomentecompartilhem 3
cnnlixo 28227
assembleiapopular 31
santoângelo 6
lulacomedegar 128
rsqueopovoquer 439
bresil 3111
france 1585
bolsomania 27
corrupt 554
help 275
ridicolous 3
foia 1
bolsominions 954
ptorganizacaocriminosa 4479
lulapreso 4753
bolsocaro 1565
marcelorebelocorrupto 1
essênios 1
melhorpresidentedomundo 4
2julio 1
mundo 2684
bandiotário 2
cirmone 4
pcccuba 3
louvorzão93 5
lulabandido 2681
lulabandidoseulugarénaprisão 7
luladéspota 7
lulatirano 13
lulavagabundo 1072
gemeosdoluladrao 1
gemeosdopt 1
salveo2dejulho 7
armasnotrafico 101
trafico 49
bandido 2917
gasolinacaradobolsonaro 101
genocidio 216
misogino 109
presidentedafome 101
presidentedamorte 101
racista 1192
nordestefechadocombolsonaro 27
luistertip 1
fake 1163
deputados13 7
governador13 11
senador13 4
treze 77
alckimente 2
lulamente 3627
cidadania23 64
doutorli 2
doutorli23 2
mariofriasfaloutudo 1
tsedavergonha 21
classetrabalhadora 20
diadacaca 19
vtnc 69
carnaval 43
bahiano 19
forathebosta 6
portugal 2891
lulaepcc 182
jesus 6564
sdvtodos 48382
stfquadrha 3
rosemarynoronha 41
26bienal 1
bienaldolivrosp 1
cabritodapeste 1
mentiras 5339
ultrapassado 5
opalhadoitbozo 1
lulapelaterceiravezpresidentedarepublica 2
lulaladraoineligible 2
miseria 2037
fuckyounetflix 1
vaisefudernetflix 1
chupapt 44
chorapt 1075
ptlixo 1968
eleiçõespiauí 51
coroneldiegomelo 13
cisi 3
lulanorio 818
93fm 1
louvorzão 1
forafamilícia 131
𝐏𝐫𝐨𝐟𝐞𝐬𝐬𝐨𝐫𝐚𝐁𝐞𝐛𝐞𝐥 4
haddadgovernador13sp 28
haddadsim13sp 1
choro 28
livre 237
mais 936
nunca 785
lulaladraoinelegivel 6
rodrigogarciarevoguejáodecreto 1
bolsomusk22 26
lulaalckmin 602
farofacomunista 1
comunismoesmiseria 1837
vem 186
justicaporbrunoedom 3
somoslula 148
élula 424
ladraonovededosnacadeia 1
iluministros 48
timedopovo 102
ladraonovededosseulugarenaprisao 1
cirone2dejulho 1
junteseaaturmaboacomciro 2
onu 2701
povosindigenas 147
protejaospovosdafloresta 7
protejaospovosindigenas 7
turmaboacomciro 26
alôtse 1
vegaspete 37
gentleman 5
bolivar 45
cubamined 45
educacionguantanamo 5
marti 5
miguantanamo 5
cuba 6374
bolsonaronoprimeiroturno2022 1272
atl2022 7
2jul 4
internacional 956
murffão 3
ciranhadesiste 2
cirovaipraparis 29
bahiaébolsonaro 13
brasilébolsonaro 329
diadacaça 14
circus 3
ffaanaseleiçõessim 1
seránoprimeiroturno 20
lulaocomopovao 1
eneascarneiro 2
fernandagondimprecandidatadepfederal 2
choramenos 1
amantedaodebrecht 7
corruptosnacadeia 283
luladrãonacadeia 1183
tamojuntos 35
jb2️⃣2️⃣ 6
goelongo 15
tesla 36
portalr7 1227
r7 3950
lulanoprimeiro 28
ptladrao 98
edilson 2
negodi 2
vampeta 5
godblessbrazil 15
wesupportbolsonaro 21
boldonaro 30
brasileiro 5658
burro 179
demencia 10
falastrao 13
defenderapetrobrasedefenderobrasil 2
russiaisaterrorisstate 49
ukraine️ 108
candidatodonarcotrafico 6
ciência 188
futuro 1391
jairsedespedindo 2
em2022vote22 159
luladrãovoltrepraprisão 1
luladrãoseulugarénaprisão 256
digasim 1
padrejulio 4
padrejulionobeldapaz 1
goseetheworld 1
passeatafake 5
ptfake 14
institutotireidocu 1
chapolin 3
chaves 68
ssa 4
geddel 576
psol 2516
juventudedolula 142
lulaeoptporvidasesonhos 12014
desesperarjamais 85
tse 16259
lulanão 3962
geraldoalkimin 3
lulaealkimin 16
censuradostf 1957
envivo 721
hastalavictoriasiempre 96
opiniãonãoécrime 120
constituiçãofederalbrasileira 54
desistirjamais 70
lutopelanossaliberdade 2
coroneciro 8
retroescavadeira 2
bolsolixos 16
cortinasdefumaça 7
bolsonarotemrazaonovamente 3
brasilpatriafamilia 12
opovoestacombolsonaro 606
candidatodavergonhanacional 2
partidodavergonhanacional 2
bolsonarovaitomarnocu 113
somos70 3
lulaebolsonarosaoiguais 2
lulaebolsonarosãocriminosos 68
lulaprimeiroturno 2427
lulamelhoropção 2
lulapresidentenoprimeiroturno2022 2
internacionalestn 1
tnfindesemana 1
regulamentointernodosenado 1
caldeirao 124
lulaladraoteulugarenaprisao 1649
flamidia 5
anticapitalist 6
boston 9
housingjustice 6
malden 9
mapoli 12
medford 6
juízes 41
choraptralhas 8
juristocracia 40
buchamassacre 2
putinsparty 2
russianpropaganda 2
bhaiacomlula 1
nftgiveaway 188
solananfts 5
nfts 333
folha 8184
pesquisaeleitoral 544
justicaparadomebruno 75
justicaparagenivaldo 8
justicaparamarielleeanderson 35
vacinaja 28
vacinaparatodosja 287
vivaaciencia 11
lulasabequeperdeu 16
lulaebolsonarodoisladroes 1
joaopessoa 210
privatizacãodapetrobrasjá 816
privatizapetrobras 632
eleiçoes2022 99314
nordeste 40163
deusnocomandosempre 74
deusacimadetudo 1589
praçadoscavalinhos 1
rjtijuca 1
janja 3328
lulaejanja 31
botaféno13 29
por1rjmelhor 1
lulalivre 3370
nuncasairá 1
generais 45
ptcancelado 4
extremaimprensa 27
lulatripresidente 3
lulapelobrasil 3433
desinformación 23
transmissión 4
pccbracoarmadodopt 119
taok 26
mãofortedolíder 1
reestatiaeletrobras 1
photoshopnopt 2
foronovo 1
adelle 3
cirbet 2
foramisoginos 3
foraracistas 47
rj2 336
rjtv 16897
urgente 3471
trump2024tosaveamerica 118
sosbrasil 23497
sóvotanaesquerdabrasil 5
cultura 1218
privatizacaodapetrobrasja 7
nossobrasiltáquerendolula 1
lulacarniça 42
motociatalixo 2
salvadorébolsonaro 19
fakelula 2
rightwing 62
fascism 234
fauxnews 1
queridolula13 12
derretept 431
ptpcc 1136
lulaladrãoseulugarenaprisao 1
bolsonaropresidente 43235
mblderreteu 11
direiraraizebolsonaro 26
patriotas 8208
direitaquerbolsonaro 26
direitaraizėbolsonaro 26
fechadocomboldonaro 26
foraalexandredemoraes 4037
stfinimigodobrasil 274
tarcisiogovernador 312
pelabahia 6
salvadorebolsonaro 29
motociata 1957
pracegover 219
carluxo 464
miliciadigital 23
santosfc 9
veganismo 21
vegans 3
1000subscriber 7
100k 9
biz 7
biz100 7
compartilha 127
honda 28
vikingautomotivos 16
moraesimbecil 27
chupapicolé 1
chupasangue 1
capao 9
capão 9
compartilhe 1278
gvernador 9
morrodochapeu 9
morrodochapéu 13
chapadadiamantina 34
terceiraviaéumapiada 1
fakenewsdopt 172
outubro 100
forapoliticoscanalhas 7
foracanalhas 56
foragenocidas 64
foramilitarescorruptos 34
forapoliciaiscorruptos 34
foravagabundos 80
forafamiliadecanalhas 7
foraestrupradordacef 1
lulapresidenteprimeiroturno2022 1
pokemonscarletviolet 9
foxnewsnobrasil 2
faltaeleitordoptnasruas 1
ficadica 79
aldenocapitãodabahia 1
ruibostadabahia 1
meuaniversáriodotwitter 12
mulheres 1918
semprejuntas 2
presidiário 255
funai 66
fascistgop 3
votebluetosavedemocracy 55
40bi_desviado 1
maiorcorrupto 1
rj 3581
dilmanta 77
lulanãoéinocente 959
nãoelejamlira 4
cpifotosadulteradasdopt 1
esquerdadeseperada 12
bolsonazi 99
lula13no1turno 66
lulareeleito 7
chuchucomlula 9
loola 37
pt_partidotraficante 1
conservatives 52
choragado 276
chupagado 5
discursolula 7
luladiscurso 7
orgulholgbt 2
zeruela 9
véiodahavanpicareta 2
véiodahavannacadeia 38
lulaapoiapcc 13
lulaquemmatoucelsodanie 5
alckminbichopapao 1
alckminnao 1
mentiraciata 3
motociatabolsonaro 32
ptescritoriodocrime 33
andreporciuncla 14
patriamadabrasil 33
voucomcezarleite 21
voucomroma2022 21
ptquadrilha 154
followlgbtq 3
julholgbtq 3
brasileirao2022 779
ebomjairseacostumando 1
ejairoujaera 20388
lulagate 109
bolsonarotemrazão 38866
olavotemrazão 456
ptralha 104
lulaladroa 2
lulaépcc 30
pccélula 1
acessoparatodos 1
concursolivre 1
fichalimpa 562
semrabopreso 3
irganizacaocriminosa 3
justiça 2510
quepaíséesse 47
lulavalealuta 925
forçabrasil 54
colombia 2478
uruguay 417
felipedavilaviaunica 1
simonetebetpreidente 1
pirotecnia 2
ptfacçãocriminosa 529
ptpccjuntos 119
pttôfora 1
grandeliderdobrasil 1
babydoge 53
babydogecoin 29
listagem 5
listing 5
moon 17
binance 1192
bolsonarothebestpresident 2
mypresidentbolsonaro 2
ciret 1
simoniro 3
bolsorano22 2
presidiario 287
lulaeopovoprareconstruir 2
mito22 1211
onordesteacirdou 2
romariades 2
loolla 1
petralha 42
femboy 26
pintoawards 615
troconuds 218
stfdesgracadobrasil 20
kkk 832
santo 14
vigaristas 280
evgdigital 5
mulheresrepublicanas10 5
osenhoréanossabandeira 60
republicanos10 208
taniabastos10 5
tâniabastos 10
toalhadolula 165
jeronimo13governadordabahia 8
lula13tirou40milhoesmiseria 354
lulasempre 374
trending 253
lulavocesabequeperdeu 245
viva2dejulhonabahia 1
brezil 919
efe 14
ninementiroso 4
lularapio 470
lucianohuck 36
mclanchefeliz 5
trendtopics 5
opaitaon 301
battitilive 35
brunardo 208
colunadofla 181
durbanjuly2022 32
earthquake 202
ltwtdubai 30
silverstonegp 44
strangerthingsseason4 59
unitedshowbiz 30
wimbledon 30
cpidopccept 7
extinçãodopt 21
bolsonaropresidente2022 14935
redesustentabilidade 111
bigtechscontraopresidentebolsonaro 1
as 549
contra 2000
da 1151
esquerdista 108
midias 52
esquerdadosatanas 15
guedesfalastrao 262
tarcisiopatetico 106
dama 24
inferno 109
primeira 21
marchaparajesus 1635
opoder 665
michellebolsonaro 2841
13anos 25
adoençanãoespera 11
derrubemoveto33de2021 55
epilepsia 11
lúpus 24
pacientes 12
pl7797de2010 11
pls293de2009 11
previdênciasocial 13
prioridade 12
veto33de2021 11
vivabemcomlúpus 23
chegadebolsolula 101
ciroounulo 2045
lgbt 1857
lgbtq 1605
piatapiva 423
suasantidadepapafrancisco 3
uniaobrasil44 443
simonetebetapologistadecorruptos 2
esquerdalhasnuncamais 10315
escolhaumladociro 1
e13 175
vemprarualulaladrão 14
ptjaera 38
ptvergonganacional 5
facaigualaobolsonaro 1
02dejulho 14
confia 63
etemotárioqueacredita 2
jument0s 2
googledishonest 1
vamosjuntosporsergipe 3
ptsp 25
emmavigeland 3
newvideo 3
samseder 3
themajorityreport 3
aqui 190
dar 106
lapada 44
de 2493
pesquisamentirosa 3
vamosbahia13 3
votonulo 7583
lulamentesempre 3
cristinapresidenta2023 67
minhabahiameuorgulho 4
ptzadadoinferno 5
extremaesquerdagenocida 23
euacreditoempapainoel 1
euacreditonafoto 1
ptsim13 1
oseuinformativodigital 1
portaldm 1
geronimo 6
prenderolula 3
votocomprovante 3
esportetotal 107
fiaasco 16
hammertime 16
jornalnacional 16892
