POS|TG|POL:N0|POL:N1
dizer algumas verdades a|IDIOM|HUM:N0:N1|1|-1
dizer cobras e lagartos de|IDIOM|HUM:N0:N1|-1|0
dizer mal de|IDIOM|HUM:N0:N1|0|-1
dizer umas quantas verdades a|IDIOM|HUM:N0:N1|1|-1
dizimado|Adj|HUM:N0|-1|NaN
dizimar|V|HUM:N0:N1|1|-1
dobradiço|Adj|HUM:N0|0|NaN
doce|Adj|HUM:N0|1|NaN
dócil|Adj|HUM:N0|1|NaN
docilidade|N|HUM:N0|1|NaN
doçura|N|HUM:N0|1|NaN
doente|Adj|HUM:N0|-1|NaN
doentio|Adj|HUM:N0|-1|NaN
dogmático|Adj|HUM:N0|-1|NaN
dogmatista|Adj|HUM:N0|-1|NaN
doidivanas|Adj|HUM:N0|-1|NaN
doido de todo|Adj|HUM:N0|-1|NaN
doido varrido|Adj|HUM:N0|-1|NaN
doido|Adj|HUM:N0|-1|NaN
dolente|Adj|HUM:N0|-1|NaN
dolorido|Adj|HUM:N0|-1|NaN
doloso|Adj|HUM:N0|-1|NaN
domado|Adj|HUM:N0|0|NaN
dominado|Adj|HUM:N0|-1|NaN
dominador|Adj|HUM:N0|1|NaN
dominante|Adj|HUM:N0|1|NaN
dominar|V|HUM:N0:N1|1|-1
donairoso|Adj|HUM:N0|1|NaN
donzel|Adj|HUM:N0|0|NaN
dopado|Adj|HUM:N0|-1|NaN
dopagem|N|HUM:N0|-1|NaN
dorido|Adj|HUM:N0|-1|NaN
dormência|N|HUM:N0|-1|NaN
dormente|Adj|HUM:N0|-1|NaN
dorminhoco|Adj|HUM:N0|-1|NaN
dormitar|V|HUM:N0|-1|NaN
dotado|Adj|HUM:N0|1|NaN
doudo|Adj|HUM:N0|-1|NaN
douto|Adj|HUM:N0|1|NaN
doutrinado|Adj|HUM:N0|1|NaN
doutrinador|Adj|HUM:N0|0|NaN
draconiano|Adj|HUM:N0|-1|NaN
dramático|Adj|HUM:N0|-1|NaN
dramatismo|N|HUM:N0|-1|NaN
dramatizar|V|HUM:N0:N1|-1|0
drástico|Adj|HUM:N0|-1|NaN
droga|N|HUM:N0|-1|NaN
drogado|Adj|HUM:N0|-1|NaN
dromomania|N|HUM:N0|-1|NaN
dromomaníaco|Adj|HUM:N0|-1|NaN
dubiedade|N|HUM:N0|-1|NaN
dúbio|Adj|HUM:N0|-1|NaN
dubitativo|Adj|HUM:N0|-1|NaN
duficuldades|N|HUM:N0|-1|NaN
dúplice|Adj|HUM:N0|-1|NaN
duplicidade|N|HUM:N0|-1|NaN
durázio|Adj|HUM:N0|1|NaN
duro da mioleira|Adj|HUM:N0|-1|NaN
duro de ouvido|Adj|HUM:N0|-1|NaN
duro|Adj|HUM:N0|-1|NaN
duvidar|V|HUM:N0:N1|0|-1
duvidoso|Adj|HUM:N0|-1|NaN
ébrio|Adj|HUM:N0|0|NaN
ecléctico|Adj|HUM:N0|1|NaN
eclético|Adj|HUM:N0|1|NaN
ecológico|Adj|HUM:N0|1|NaN
econômico|Adj|HUM:N0|1|NaN
económico|Adj|HUM:N0|1|NaN
economizador|Adj|HUM:N0|1|NaN
edificante|Adj|HUM:N0|1|NaN
edipiano|Adj|HUM:N0|-1|NaN
educação|N|HUM:N0|1|NaN
educado|Adj|HUM:N0|1|NaN
educador|Adj|HUM:N0|1|NaN
educativo|Adj|HUM:N0|1|NaN
educável|Adj|HUM:N0|0|NaN
efeminado|Adj|HUM:N0|-1|NaN
eficácia|N|HUM:N0|1|NaN
eficaz|Adj|HUM:N0|1|NaN
eficiência|N|HUM:N0|1|NaN
eficiente|Adj|HUM:N0|1|NaN
efusivo|Adj|HUM:N0|1|NaN
egoísmo|N|HUM:N0|-1|NaN
egoísta|Adj|HUM:N0|-1|NaN
egotista|Adj|HUM:N0|-1|NaN
egrégio|Adj|HUM:N0|1|NaN
elástico|Adj|HUM:N0|1|NaN
electrizante|Adj|HUM:N0|1|NaN
elegância|N|HUM:N0|1|NaN
elegante|Adj|HUM:N0|1|NaN
elegíaco|Adj|HUM:N0|-1|NaN
eleiçoeiro|Adj|HUM:N0|-1|NaN
eletrizante|Adj|HUM:N0|1|NaN
eliminar|V|HUM:N0:N1|1|-1
elitista|Adj|HUM:N0|-1|NaN
elogiar|V|HUM:N0:N1|0|1
elogio|N|HUM:N0|1|NaN
elogioso|Adj|HUM:N0|1|NaN
eloquência|N|HUM:N0|1|NaN
eloquente|Adj|HUM:N0|1|NaN
elucidar|V|HUM:N0:N1|1|0
elucidativo|Adj|HUM:N0|1|NaN
emaciado|Adj|HUM:N0|-1|NaN
emancipado|Adj|HUM:N0|1|NaN
emaranhado|Adj|HUM:N0|-1|NaN
embaçado|Adj|HUM:N0|-1|NaN
embaciado|Adj|HUM:N0|-1|NaN
embaraçado|Adj|HUM:N0|-1|NaN
embaraço |N|HUM:N0|-1|NaN
embaraçoso|Adj|HUM:N0|-1|NaN
embasbacado|Adj|HUM:N0|-1|NaN
embatucado|Adj|HUM:N0|-1|NaN
embeiçado|Adj|HUM:N0|0|NaN
embirração|N|HUM:N0|-1|NaN
embirrante|Adj|HUM:N0|-1|NaN
embirrar|V|HUM:N0:N1|0|-1
embirrento|Adj|HUM:N0|-1|NaN
emblemático|Adj|HUM:N0|1|NaN
embotado|Adj|HUM:N0|-1|NaN
embriagado|Adj|HUM:N0|-1|NaN
embrulhado|Adj|HUM:N0|-1|NaN
embruxado|Adj|HUM:N0|-1|NaN
embuçado|Adj|HUM:N0|-1|NaN
embuchado|Adj|HUM:N0|-1|NaN
emburrado|Adj|HUM:N0|-1|NaN
embuste|N|HUM:N0|-1|NaN
embusteiro|Adj|HUM:N0|-1|NaN
emérito|Adj|HUM:N0|1|NaN
emocional|Adj|HUM:N0|0|NaN
emotivo|Adj|HUM:N0|0|NaN
empáfio|Adj|HUM:N0|-1|NaN
empalidecido|Adj|HUM:N0|-1|NaN
empalmado|Adj|HUM:N0|-1|NaN
empanturrado|Adj|HUM:N0|-1|NaN
empapado|Adj|HUM:N0|0|NaN
empapuçado|Adj|HUM:N0|-1|NaN
empedernido|Adj|HUM:N0|-1|NaN
empedernimento|N|HUM:N0|-1|NaN
empenhado|Adj|HUM:N0|1|NaN
empenho|N|HUM:N0|1|NaN
emperrado|Adj|HUM:N0|-1|NaN
emperramento|N|HUM:N0|-1|NaN
empertigado|Adj|HUM:N0|-1|NaN
empinado|Adj|HUM:N0|0|NaN
empírico|Adj|HUM:N0|0|NaN
empobrecido|Adj|HUM:N0|-1|NaN
empoeirado|Adj|HUM:N0|-1|NaN
empolado|Adj|HUM:N0|-1|NaN
empolgado|Adj|HUM:N0|1|NaN
empolgante|Adj|HUM:N0|0|NaN
emporcalhado|Adj|HUM:N0|-1|NaN
empreendedor|Adj|HUM:N0|1|NaN
emproado|Adj|HUM:N0|-1|NaN
emulador|Adj|HUM:N0|-1|NaN
êmulo|Adj|HUM:N0|-1|NaN
enaltecido|Adj|HUM:N0|1|NaN
enamoramento|N|HUM:N0|1|NaN
encabulado|Adj|HUM:N0|-1|NaN
encalacração|N|HUM:N0|-1|NaN
encalacrado|Adj|HUM:N0|-1|NaN
encalhado|Adj|HUM:N0|-1|NaN
encalhamento|N|HUM:N0|-1|NaN
encamado|Adj|HUM:N0|-1|NaN
encaminhado|Adj|HUM:N0|1|NaN
encanado|Adj|HUM:N0|-1|NaN
encanecido|Adj|HUM:N0|0|NaN
encantado|Adj|HUM:N0|0|NaN
encantador|Adj|HUM:N0|1|NaN
encantar|V|HUM:N0:N1|1|0
encanto|N|HUM:N0|1|NaN
encapotado|Adj|HUM:N0|0|NaN
encarcerado|Adj|HUM:N0|-1|NaN
encarniçado|Adj|HUM:N0|-1|NaN
encavacado|Adj|HUM:N0|-1|NaN
encharcado|Adj|HUM:N0|0|NaN
encher as medidas de|IDIOM|HUM:N0:N1|1|0
enciumado|Adj|HUM:N0|-1|NaN
enclausurado|Adj|HUM:N0|-1|NaN
encoberto|Adj|HUM:N0|-1|NaN
encobrir|V|HUM:N0:N1|-1|-1
encolerizado|Adj|HUM:N0|-1|NaN
encolerizar-se|V|HUM:N0|-1|NaN
encolerizar|V|HUM:N0:N1|1|-1
encolher os ombros|IDIOM|HUM:N0|-1|NaN
encolhido|Adj|HUM:N0|-1|NaN
encorajado|Adj|HUM:N0|1|NaN
encorajador|Adj|HUM:N0|1|NaN
encorajamento|N|HUM:N0|1|NaN
encorajar|V|HUM:N0:N1|0|1
encorpado|Adj|HUM:N0|0|NaN
encostar à parede|IDIOM|HUM:N0:N1|1|-1
encostar a um canto|IDIOM|HUM:N0:N1|1|-1
encostar às cordas|IDIOM|HUM:N0:N1|1|-1
encostar às tábuas|IDIOM|HUM:N0:N1|1|-1
encostar-se a|IDIOM|HUM:N0:N1|-1|0
encovado|Adj|HUM:N0|-1|NaN
encruado|Adj|HUM:N0|-1|NaN
encurralado|Adj|HUM:N0|-1|NaN
encurralamento|N|HUM:N0|-1|NaN
encurralar|V|HUM:N0:N1|1|-1
encurvado|Adj|HUM:N0|-1|NaN
endemoniado|Adj|HUM:N0|-1|NaN
endemoninhado|Adj|HUM:N0|-1|NaN
endiabrado|Adj|HUM:N0|-1|NaN
endinheirado|Adj|HUM:N0|1|NaN
endireitar-se|V|HUM:N0|1|NaN
endividado|Adj|HUM:N0|-1|NaN
endividamento|N|HUM:N0|-1|NaN
endividar-se|V|HUM:N0|-1|NaN
endividar|V|HUM:N0:N1|-1|0
endoidecer|V|HUM:N0|-1|NaN
endurecido|Adj|HUM:N0|-1|NaN
energia|N|HUM:N0|1|NaN
enérgico|Adj|HUM:N0|1|NaN
enervação|N|HUM:N0|-1|NaN
enervado|Adj|HUM:N0|-1|NaN
enervamento|N|HUM:N0|-1|NaN
enervante|Adj|HUM:N0|-1|NaN
enervar-se|V|HUM:N0|-1|NaN
enervar|V|HUM:N0:N1|1|-1
enfadado|Adj|HUM:N0|-1|NaN
enfadamento|N|HUM:N0|-1|NaN
enfadar-se|V|HUM:N0|-1|NaN
enfadonho|Adj|HUM:N0|-1|NaN
enfardador|Adj|HUM:N0|-1|NaN
enfartado|Adj|HUM:N0|-1|NaN
enfartamento|N|HUM:N0|-1|NaN
enfastiado|Adj|HUM:N0|-1|NaN
enfastiamento|N|HUM:N0|-1|NaN
enfastiante|Adj|HUM:N0|-1|NaN
enfático|Adj|HUM:N0|0|NaN
enfatuado|Adj|HUM:N0|-1|NaN
enfeitado|Adj|HUM:N0|0|NaN
enfeitiçado|Adj|HUM:N0|-1|NaN
enfermiço|Adj|HUM:N0|-1|NaN
enfermidade|N|HUM:N0|-1|NaN
enfezado|Adj|HUM:N0|-1|NaN
enfezamento|N|HUM:N0|-1|NaN
enfiado|Adj|HUM:N0|-1|NaN
enfiar o barrete|IDIOM|HUM:N0|-1|NaN
enforcar-se|V|HUM:N0|-1|NaN
enfraquecer|V|HUM:N0|-1|NaN
enfraquecido|Adj|HUM:N0|-1|NaN
enfrascado|Adj|HUM:N0|-1|NaN
enfrentar o touro pelos cornos|IDIOM|HUM:N0|1|NaN
enfrentar|V|HUM:N0:N1|1|-1
enfronhado|Adj|HUM:N0|-1|NaN
enfunado|Adj|HUM:N0|-1|NaN
enfurecer-se|V|HUM:N0|-1|NaN
enfurecer|V|HUM:N0:N1|1|-1
enfurecido|Adj|HUM:N0|-1|NaN
enfurecimento|N|HUM:N0|-1|NaN
engaiolado|Adj|HUM:N0|-1|NaN
engaiolamento|N|HUM:N0|-1|NaN
engaiolar|V|HUM:N0:N1|1|-1
enganado|Adj|HUM:N0|-1|NaN
enganador|Adj|HUM:N0|-1|NaN
enganar-se|V|HUM:N0|-1|NaN
enganar|V|HUM:N0:N1|-1|0
engano|N|HUM:N0|-1|NaN
enganoso|Adj|HUM:N0|-1|NaN
engarrafado|Adj|HUM:N0|-1|NaN
engasgado|Adj|HUM:N0|-1|NaN
engasgamento|N|HUM:N0|-1|NaN
engatado|Adj|HUM:N0|-1|NaN
engenhoso|Adj|HUM:N0|0|NaN
engodado|Adj|HUM:N0|-1|NaN
engolfado|Adj|HUM:N0|-1|NaN
engolido|Adj|HUM:N0|-1|NaN
engolir em seco|IDIOM|HUM:N0|-1|NaN
engonha|Adj|HUM:N0|-1|NaN
engraçado|Adj|HUM:N0|1|NaN
engrupido|Adj|HUM:N0|-1|NaN
enigmático|Adj|HUM:N0|-1|NaN
enjeitado|Adj|HUM:N0|-1|NaN
enjoado|Adj|HUM:N0|-1|NaN
enjoar|V|HUM:N0|-1|NaN
enjoo|N|HUM:N0|-1|NaN
enlameado|Adj|HUM:N0|-1|NaN
enleado|Adj|HUM:N0|-1|NaN
enlevado|Adj|HUM:N0|-1|NaN
enlouquecer|V|HUM:N0|-1|NaN
enlouquecido|Adj|HUM:N0|-1|NaN
enlouquecimento|N|HUM:N0|-1|NaN
enlutado|Adj|HUM:N0|-1|NaN
enobrecer|V|HUM:N0:N1|1|0
enojado|Adj|HUM:N0|-1|NaN
enojar|V|HUM:N0:N1|-1|0
enrabichado|Adj|HUM:N0|0|NaN
enraivecer|V|HUM:N0:N1|1|-1
enraivecido|Adj|HUM:N0|-1|NaN
enraivecimento|N|HUM:N0|-1|NaN
enrascada|N|HUM:N0|-1|NaN
enrascado|Adj|HUM:N0|-1|NaN
enredado|Adj|HUM:N0|-1|NaN
enregelado|Adj|HUM:N0|-1|NaN
enresinado|Adj|HUM:N0|-1|NaN
enrijecido|Adj|HUM:N0|-1|NaN
enrodilhador|Adj|HUM:N0|-1|NaN
enrolado|Adj|HUM:N0|-1|NaN
enrubescido|Adj|HUM:N0|0|NaN
enrugado|Adj|HUM:N0|-1|NaN
ensacado|Adj|HUM:N0|-1|NaN
ensangüentado|Adj|HUM:N0|-1|NaN
ensanguentado|Adj|HUM:N0|-1|NaN
ensimesmado|Adj|HUM:N0|-1|NaN
ensimesmamento|N|HUM:N0|-1|NaN
ensombrar|V|HUM:N0:N1|1|-1
ensurdecedor|Adj|HUM:N0|-1|NaN
entalado|Adj|HUM:N0|-1|NaN
entalar-se|V|HUM:N0|-1|NaN
entalar|V|HUM:N0:N1|1|-1
entaramelado|Adj|HUM:N0|-1|NaN
entediado|Adj|HUM:N0|-1|NaN
entediante|Adj|HUM:N0|-1|NaN
entendido|Adj|HUM:N0|1|NaN
enternecedor|Adj|HUM:N0|1|NaN
enternecido|Adj|HUM:N0|1|NaN
enterrado|Adj|HUM:N0|-1|NaN
enterrar a cabeça na areia|IDIOM|HUM:N0|-1|NaN
enterrar-se|V|HUM:N0|-1|NaN
enterrar|V|HUM:N0:N1|1|-1
entontecido|Adj|HUM:N0|-1|NaN
entontecimento|N|HUM:N0|-1|NaN
entornado|Adj|HUM:N0|-1|NaN
entorpecer|V|HUM:N0|-1|NaN
entorpecido|Adj|HUM:N0|-1|NaN
entorpecimento|N|HUM:N0|-1|NaN
entortado|Adj|HUM:N0|-1|NaN
entradote|Adj|HUM:N0|0|NaN
entregador|Adj|HUM:N0|-1|NaN
entregar a alma ao criador|IDIOM|HUM:N0|-1|NaN
entregar a alma ao diabo|IDIOM|HUM:N0|-1|NaN
entregar o ouro ao bandido|IDIOM|HUM:N0|-1|NaN
entregar-se de corpo e alma|IDIOM|HUM:N0|1|NaN
entrevação|N|HUM:N0|-1|NaN
entrevado|Adj|HUM:N0|-1|NaN
entristecer|V|HUM:N0:N1|-1|0
entristecido|Adj|HUM:N0|-1|NaN
entristecimento|N|HUM:N0|-1|NaN
entubado|Adj|HUM:N0|-1|NaN
entulhado|Adj|HUM:N0|-1|NaN
entumecimento|N|HUM:N0|-1|NaN
entusiasmante|Adj|HUM:N0|1|NaN
entusiasmar|V|HUM:N0:N1|1|0
entusiasmo|N|HUM:N0|1|NaN
entusiasta|Adj|HUM:N0|1|NaN
entusiástico|Adj|HUM:N0|1|NaN
envaidecido|Adj|HUM:N0|-1|NaN
envelhecido|Adj|HUM:N0|-1|NaN
envenenador|Adj|HUM:N0|-1|NaN
envenenamento|N|HUM:N0|-1|NaN
envenenar|V|HUM:N0:N1|-1|0
envergonhado|Adj|HUM:N0|-1|NaN
envergonhar-se|V|HUM:N0|-1|NaN
envergonhar|V|HUM:N0:N1|-1|0
enviesado|Adj|HUM:N0|-1|NaN
envinagrado|Adj|HUM:N0|-1|NaN
envolvente|Adj|HUM:N0|0|NaN
enxerido|Adj|HUM:N0|-1|NaN
enxofrado|Adj|HUM:N0|-1|NaN
enxoframento|N|HUM:N0|-1|NaN
enxotar|V|HUM:N0:N1|1|-1
enxovalhado|Adj|HUM:N0|-1|NaN
enxovalhar|V|HUM:N0:N1|1|-1
enxuto|Adj|HUM:N0|1|NaN
épico|Adj|HUM:N0|0|NaN
epigramático|Adj|HUM:N0|-1|NaN
epilético|Adj|HUM:N0|-1|NaN
equânime|Adj|HUM:N0|1|NaN
equanimidade|N|HUM:N0|1|NaN
equidade|N|HUM:N0|1|NaN
equilibrado|Adj|HUM:N0|1|NaN
equilíbrio|N|HUM:N0|1|NaN
eqüitativo|Adj|HUM:N0|1|NaN
equitativo|Adj|HUM:N0|1|NaN
equivocado|Adj|HUM:N0|-1|NaN
equivocar-se|V|HUM:N0|-1|NaN
equívoco|Adj|HUM:N0|-1|NaN
equívoco|N|HUM:N0|-1|NaN
erecto|Adj|HUM:N0|0|NaN
ereto|Adj|HUM:N0|0|NaN
erguer a cabeça|IDIOM|HUM:N0|1|NaN
ermo|Adj|HUM:N0|-1|NaN
erótico|Adj|HUM:N0|0|NaN
erotomania|N|HUM:N0|-1|NaN
erotomaníaco|Adj|HUM:N0|-1|NaN
errado|Adj|HUM:N0|-1|NaN
errante|Adj|HUM:N0|-1|NaN
errar|V|HUM:N0|-1|NaN
errático|Adj|HUM:N0|-1|NaN
erro|N|HUM:N0|-1|NaN
erudito|Adj|HUM:N0|1|NaN
esbaforido|Adj|HUM:N0|-1|NaN
esbanjado|Adj|HUM:N0|-1|NaN
esbanjador|Adj|HUM:N0|-1|NaN
esbanjamento|N|HUM:N0|-1|NaN
esbanjar dinheiro|IDIOM|HUM:N0|-1|NaN
esbatido|Adj|HUM:N0|-1|NaN
esbelto|Adj|HUM:N0|1|NaN
esbofetear|V|HUM:N0:N1|1|-1
esborratado|Adj|HUM:N0|-1|NaN
esburacado|Adj|HUM:N0|-1|NaN
escabelado|Adj|HUM:N0|-1|NaN
escabrosidade|N|HUM:N0|-1|NaN
escabroso|Adj|HUM:N0|-1|NaN
escaldado|Adj|HUM:N0|-1|NaN
escamado|Adj|HUM:N0|-1|NaN
escamoso|Adj|HUM:N0|-1|NaN
escamotear|V|HUM:N0:N1|-1|0
escancarado|Adj|HUM:N0|-1|NaN
escandalizar|V|HUM:N0:N1|-1|0
escândalo|N|HUM:N0|-1|NaN
escandaloso|Adj|HUM:N0|-1|NaN
escangalhado|Adj|HUM:N0|-1|NaN
escanifrado|Adj|HUM:N0|-1|NaN
escanzelado|Adj|HUM:N0|-1|NaN
escapadiço|Adj|HUM:N0|-1|NaN
escapo|Adj|HUM:N0|-1|NaN
escarnecedor|Adj|HUM:N0|-1|NaN
escarnecer|V|HUM:N0:N1|0|-1
escarnecido|Adj|HUM:N0|-1|NaN
escarninho|Adj|HUM:N0|-1|NaN
escárnio|N|HUM:N0|-1|NaN
escarrapachado|Adj|HUM:N0|-1|NaN
escavacado|Adj|HUM:N0|-1|NaN
escaveirado|Adj|HUM:N0|-1|NaN
esclarecedor|Adj|HUM:N0|1|NaN
esclarecer|V|HUM:N0:N1|1|0
esclarecido|Adj|HUM:N0|1|NaN
esclerosado|Adj|HUM:N0|-1|NaN
esclerose|N|HUM:N0|-1|NaN
esclerótico|Adj|HUM:N0|-1|NaN
escolarizado|Adj|HUM:N0|1|NaN
esconder a verdade|IDIOM|HUM:N0|-1|NaN
esconder-se|V|HUM:N0|-1|NaN
esconder|V|HUM:N0:N1|-1|0
escondido|Adj|HUM:N0|-1|NaN
esconso|Adj|HUM:N0|-1|NaN
escoriado|Adj|HUM:N0|-1|NaN
escorraçado|Adj|HUM:N0|-1|NaN
escorregadio|Adj|HUM:N0|-1|NaN
escorregar|V|HUM:N0|-1|NaN
escorreito|Adj|HUM:N0|1|NaN
escrachado|Adj|HUM:N0|-1|NaN
escravizado|Adj|HUM:N0|-1|NaN
escrupuloso|Adj|HUM:N0|1|NaN
esculachado|Adj|HUM:N0|-1|NaN
escultural|Adj|HUM:N0|1|NaN
escuro|Adj|HUM:N0|-1|NaN
escusado|Adj|HUM:N0|-1|NaN
escuso|Adj|HUM:N0|-1|NaN
esdrúxulo|Adj|HUM:N0|-1|NaN
esfaimado|Adj|HUM:N0|-1|NaN
esfalfado|Adj|HUM:N0|-1|NaN
esfarrapado|Adj|HUM:N0|-1|NaN
esférico|Adj|HUM:N0|-1|NaN
esfíngico|Adj|HUM:N0|-1|NaN
esfomeado|Adj|HUM:N0|-1|NaN
esforçado|Adj|HUM:N0|1|NaN
esfuziante|Adj|HUM:N0|1|NaN
esgalgado|Adj|HUM:N0|-1|NaN
esganação|N|HUM:N0|-1|NaN
esganado|Adj|HUM:N0|-1|NaN
esganar|V|HUM:N0:N1|1|-1
esganiçado|Adj|HUM:N0|-1|NaN
esgazeado|Adj|HUM:N0|-1|NaN
esgazeamento|N|HUM:N0|-1|NaN
esgotado|Adj|HUM:N0|-1|NaN
esgotamento|N|HUM:N0|-1|NaN
esgotante|Adj|HUM:N0|-1|NaN
esgotar|V|HUM:N0:N1|1|-1
esgrouviado|Adj|HUM:N0|-1|NaN
esguedelhado|Adj|HUM:N0|-1|NaN
esguio|Adj|HUM:N0|0|NaN
esmagado|Adj|HUM:N0|-1|NaN
esmagador|Adj|HUM:N0|0|NaN
esmagar|V|HUM:N0:N1|1|-1
esmerado|Adj|HUM:N0|1|NaN
esmerar-se|V|HUM:N0|1|NaN
esmero|N|HUM:N0|1|NaN
esmilhafrado|Adj|HUM:N0|-1|NaN
esmoler|Adj|HUM:N0|1|NaN
esmorecer|V|HUM:N0|-1|NaN
esmorecido|Adj|HUM:N0|-1|NaN
esmorecimento|N|HUM:N0|-1|NaN
esotérico|Adj|HUM:N0|0|NaN
espalhafato|N|HUM:N0|-1|NaN
espalhafatoso|Adj|HUM:N0|-1|NaN
espalhanço|N|HUM:N0|-1|NaN
espampanante|Adj|HUM:N0|-1|NaN
espancado|Adj|HUM:N0|-1|NaN
espancar|V|HUM:N0:N1|1|-1
espantoso|Adj|HUM:N0|0|NaN
esparramado|Adj|HUM:N0|-1|NaN
espartano|Adj|HUM:N0|0|NaN
espatifado|Adj|HUM:N0|-1|NaN
espaventoso|Adj|HUM:N0|-1|NaN
espavorido|Adj|HUM:N0|-1|NaN
especado|Adj|HUM:N0|-1|NaN
especial|Adj|HUM:N0|1|NaN
especioso|Adj|HUM:N0|0|NaN
espectacular|Adj|HUM:N0|1|NaN
espectral|Adj|HUM:N0|1|NaN
esperançado|Adj|HUM:N0|1|NaN
esperançoso|Adj|HUM:N0|1|NaN
espertalhão|Adj|HUM:N0|-1|NaN
esperto|Adj|HUM:N0|0|NaN
espetacular|Adj|HUM:N0|1|NaN
espetaculoso|Adj|HUM:N0|-1|NaN
espetado|Adj|HUM:N0|-1|NaN
espetar-se ao comprido|IDIOM|HUM:N0|-1|NaN
espevitado|Adj|HUM:N0|1|NaN
espezinhado|Adj|HUM:N0|-1|NaN
espezinhar|V|HUM:N0:N1|1|-1
espinhento|Adj|HUM:N0|-1|NaN
espinhoso|Adj|HUM:N0|-1|NaN
espiritual|Adj|HUM:N0|0|NaN
espiritualista|Adj|HUM:N0|0|NaN
espirituoso|Adj|HUM:N0|1|NaN
esplendente|Adj|HUM:N0|1|NaN
esplêndido|Adj|HUM:N0|1|NaN
esplendoroso|Adj|HUM:N0|1|NaN
espontaneidade|N|HUM:N0|1|NaN
espontâneo|Adj|HUM:N0|1|NaN
espremido|Adj|HUM:N0|-1|NaN
espúrio|Adj|HUM:N0|-1|NaN
esquálido|Adj|HUM:N0|-1|NaN
esquecediço|Adj|HUM:N0|-1|NaN
esquecido|Adj|HUM:N0|-1|NaN
esquelético|Adj|HUM:N0|-1|NaN
esquentado|Adj|HUM:N0|-1|NaN
esquerdóide|Adj|HUM:N0|-1|NaN
esquinado|Adj|HUM:N0|-1|NaN
esquisitice|N|HUM:N0|-1|NaN
esquisito|Adj|HUM:N0|-1|NaN
esquivo|Adj|HUM:N0|-1|NaN
esquizofrenia|N|HUM:N0|-1|NaN
esquizofrénico|Adj|HUM:N0|-1|NaN
esquizóide|Adj|HUM:N0|-1|NaN
esquizoidia|N|HUM:N0|-1|NaN
essénio|Adj|HUM:N0|0|NaN
estabanado|Adj|HUM:N0|-1|NaN
estabilidade|N|HUM:N0|1|NaN
estacado|Adj|HUM:N0|-1|NaN
estafado|Adj|HUM:N0|-1|NaN
estagnado|Adj|HUM:N0|-1|NaN
estagnar|V|HUM:N0|-1|NaN
estalado|Adj|HUM:N0|-1|NaN
estalar o verniz|IDIOM|HUM:N0|-1|NaN
estampado|Adj|HUM:N0|-1|NaN
estancado|Adj|HUM:N0|-1|NaN
estanhado|Adj|HUM:N0|-1|NaN
estapafúrdio|Adj|HUM:N0|-1|NaN
estar à altura de|IDIOM|HUM:N0:N1|1|1
estar à altura|IDIOM|HUM:N0|1|NaN
estar a anos luz de|IDIOM|HUM:N0:N1|-1|1
estar à beira do precipício|IDIOM|HUM:N0|-1|NaN
estar à deriva|IDIOM|HUM:N0|-1|NaN
estar a dormir à sombra da bananeira|IDIOM|HUM:N0|-1|NaN
estar a dormir|IDIOM|HUM:N0|-1|NaN
estar a falar para as paredes|IDIOM|HUM:N0|-1|NaN
estar a falar sozinho|IDIOM|HUM:N0|-1|NaN
estar a jeito|IDIOM|HUM:N0|-1|NaN
estar à nora|IDIOM|HUM:N0|-1|NaN
estar a pensar na morte da bezerra|IDIOM|HUM:N0|-1|NaN
estar à rasca|IDIOM|HUM:N0|-1|NaN
estar à rasquinha|IDIOM|HUM:N0|-1|NaN
estar a secar|IDIOM|HUM:N0|-1|NaN
estar à sombra da bananeira|IDIOM|HUM:N0|-1|NaN
estar aí para as curvas|IDIOM|HUM:N0|1|NaN
estar ao deus dará|IDIOM|HUM:N0|-1|NaN
estar armado em carapau de corrida|IDIOM|HUM:N0|-1|NaN
estar às aranhas|IDIOM|HUM:N0|-1|NaN
estar às cegas|IDIOM|HUM:N0|-1|NaN
estar às turras com|IDIOM|HUM:N0:N1|-1|-1
estar bem|IDIOM|HUM:N0|1|NaN
estar com a cabeça na lua|IDIOM|HUM:N0|-1|NaN
estar com a corda ao pescoço|IDIOM|HUM:N0|-1|NaN
estar com a corda na garganta|IDIOM|HUM:N0|-1|NaN
estar com a corda no pescoço|IDIOM|HUM:N0|-1|NaN
estar com a lágrima no canto do olho|IDIOM|HUM:N0|-1|NaN
estar com cara de caso|IDIOM|HUM:N0|-1|NaN
estar com dor de corno|IDIOM|HUM:N0|-1|NaN
estar com dor de cotovelo|IDIOM|HUM:N0|-1|NaN
estar com macacos na cabeça|IDIOM|HUM:N0|-1|NaN
estar com macacos no sótão|IDIOM|HUM:N0|-1|NaN
estar com macaquinhos na cabeça|IDIOM|HUM:N0|-1|NaN
estar com macaquinhos no sótão|IDIOM|HUM:N0|-1|NaN
estar com o coração nas mãos|IDIOM|HUM:N0|-1|NaN
estar com os azeites|IDIOM|HUM:N0|-1|NaN
estar com os pés para a cova|IDIOM|HUM:N0|-1|NaN
estar com um aperto no coração|IDIOM|HUM:N0|-1|NaN
estar de cabeça quente|IDIOM|HUM:N0|-1|NaN
estar de mãos a abanar|IDIOM|HUM:N0|-1|NaN
estar de mãos atadas|IDIOM|HUM:N0|-1|NaN
estar de mãos e pés atados|IDIOM|HUM:N0|-1|NaN
estar de molho|IDIOM|HUM:N0|-1|NaN
